	Cell_type	Gene	source
1277	DC_mDC	TPMT	Angelova_2015
738	DC_mDC	ADORA3	Angelova_2015
739	DC_mDC	AG2	Angelova_2015
740	DC_mDC	ARG1	Angelova_2015
741	DC_mDC	BIN2	Angelova_2015
742	DC_mDC	C1orf162	Angelova_2015
743	DC_mDC	CAPS	Angelova_2015
744	DC_mDC	CD117	Angelova_2015
745	DC_mDC	CD11B	Angelova_2015
746	DC_mDC	CD11C	Angelova_2015
747	DC_mDC	CD124	Angelova_2015
748	DC_mDC	CD14	Angelova_2015
749	DC_mDC	CD15	Angelova_2015
750	DC_mDC	CD163L1	Angelova_2015
751	DC_mDC	CD1D1	Angelova_2015
752	DC_mDC	CD21	Angelova_2015
753	DC_mDC	CD23	Angelova_2015
754	DC_mDC	CD274	Angelova_2015
755	DC_mDC	CD31	Angelova_2015
756	DC_mDC	CD35	Angelova_2015
757	DC_mDC	CD40	Angelova_2015
758	DC_mDC	CD43	Angelova_2015
759	DC_mDC	CD44	Angelova_2015
760	DC_mDC	CD66B	Angelova_2015
761	DC_mDC	COX2	Angelova_2015
762	DC_mDC	CR2	Angelova_2015
763	DC_mDC	CTR9	Angelova_2015
764	DC_mDC	EBP	Angelova_2015
765	DC_mDC	FAM48A	Angelova_2015
766	DC_mDC	FAM70B	Angelova_2015
767	DC_mDC	FCER2	Angelova_2015
768	DC_mDC	FCGRT	Angelova_2015
769	DC_mDC	FERMT3	Angelova_2015
770	DC_mDC	FLOT1	Angelova_2015
771	DC_mDC	FLT1	Angelova_2015
772	DC_mDC	GIMAP7	Angelova_2015
773	DC_mDC	GLI4	Angelova_2015
774	DC_mDC	GNA15	Angelova_2015
775	DC_mDC	GPR34	Angelova_2015
776	DC_mDC	GPSM3	Angelova_2015
777	DC_mDC	HLA-DR	Angelova_2015
778	DC_mDC	IDO	Angelova_2015
779	DC_mDC	IKZF1	Angelova_2015
780	DC_mDC	IL12	Angelova_2015
781	DC_mDC	IL13	Angelova_2015
782	DC_mDC	IL18BP	Angelova_2015
783	DC_mDC	IL1R	Angelova_2015
784	DC_mDC	IL4RA	Angelova_2015
785	DC_mDC	INPP5D	Angelova_2015
786	DC_mDC	ITGA3	Angelova_2015
787	DC_mDC	KDR	Angelova_2015
788	DC_mDC	KRIT1	Angelova_2015
789	DC_mDC	LGALS3	Angelova_2015
790	DC_mDC	MGAT4A	Angelova_2015
791	DC_mDC	NAIP	Angelova_2015
792	DC_mDC	NEK3	Angelova_2015
793	DC_mDC	NFSF13	Angelova_2015
794	DC_mDC	NOG	Angelova_2015
795	DC_mDC	PARVG	Angelova_2015
796	DC_mDC	PDRG1	Angelova_2015
797	DC_mDC	PECAM1	Angelova_2015
798	DC_mDC	PIK3R5	Angelova_2015
799	DC_mDC	PPP1R2P4	Angelova_2015
800	DC_mDC	PSAP	Angelova_2015
801	DC_mDC	PTGES2	Angelova_2015
802	DC_mDC	PTPRE	Angelova_2015
803	DC_mDC	RNASE1	Angelova_2015
804	DC_mDC	RP11	Angelova_2015
805	DC_mDC	S100A8	Angelova_2015
806	DC_mDC	S100A9	Angelova_2015
807	DC_mDC	SELPLG	Angelova_2015
808	DC_mDC	SLA	Angelova_2015
809	DC_mDC	SLC36A1	Angelova_2015
810	DC_mDC	SLC44A1	Angelova_2015
811	DC_mDC	ST8SIA4	Angelova_2015
812	DC_mDC	STAT3	Angelova_2015
813	DC_mDC	STAT6	Angelova_2015
814	DC_mDC	TBXAS1	Angelova_2015
815	DC_mDC	TFGFB1	Angelova_2015
816	DC_mDC	TFGFB2	Angelova_2015
817	DC_mDC	TFGFB3	Angelova_2015
818	DC_mDC	TFGFB5	Angelova_2015
819	DC_mDC	TFRC	Angelova_2015
820	DC_mDC	TGFB2	Angelova_2015
821	DC_mDC	TPP1	Angelova_2015
822	DC_mDC	VTCN1	Angelova_2015
3177	B_memory	AICDA	Charoentong_2017
3178	B_memory	CCNA2	Charoentong_2017
3179	B_memory	CDKN3	Charoentong_2017
3180	B_memory	CLCN5	Charoentong_2017
3181	B_memory	ENPP1	Charoentong_2017
3182	B_memory	FCER1A	Charoentong_2017
3183	B_memory	FCRL4	Charoentong_2017
3184	B_memory	MYC	Charoentong_2017
3185	B_memory	RUNX2	Charoentong_2017
3186	B_memory	SORL1	Charoentong_2017
3187	B_memory	SOX5	Charoentong_2017
3188	B_memory	STAT5A	Charoentong_2017
3189	B_memory	STAT5B	Charoentong_2017
3190	B_memory	TLR9	Charoentong_2017
887	B_memory	AICDA	Angelova_2015
888	B_memory	CCNA2	Angelova_2015
889	B_memory	CDKN3	Angelova_2015
890	B_memory	CLCN5	Angelova_2015
891	B_memory	ENPP1	Angelova_2015
892	B_memory	FCER1A	Angelova_2015
893	B_memory	FCRL4	Angelova_2015
894	B_memory	MYC	Angelova_2015
895	B_memory	RUNX2	Angelova_2015
896	B_memory	SORL1	Angelova_2015
897	B_memory	SOX5	Angelova_2015
898	B_memory	STAT5A	Angelova_2015
899	B_memory	STAT5B	Angelova_2015
900	B_memory	TLR9	Angelova_2015
6	Monocyte	AFURS1	Abbas_2005
7	Monocyte	AFURS1	Abbas_2005
8	Monocyte	AFURS1	Abbas_2005
14	Monocyte	AP1S2	Abbas_2005
26	Monocyte	BHLHB3	Abbas_2005
35	Monocyte	C21orf42	Abbas_2005
40	Monocyte	CASP1	Abbas_2005
45	Monocyte	CCL24	Abbas_2005
52	Monocyte	CCRL2	Abbas_2005
56	Monocyte	CD1D	Abbas_2005
85	Monocyte	CDK5RAP2	Abbas_2005
86	Monocyte	CDK5RAP2	Abbas_2005
93	Monocyte	CLECSF5	Abbas_2005
103	Monocyte	CSPG2	Abbas_2005
104	Monocyte	CSPG2	Abbas_2005
105	Monocyte	CSPG2	Abbas_2005
106	Monocyte	CSPG2	Abbas_2005
107	Monocyte	CSPG2	Abbas_2005
114	Monocyte	CTSD	Abbas_2005
115	Monocyte	CTSL	Abbas_2005
116	Monocyte	CXCL1	Abbas_2005
118	Monocyte	CXCL3	Abbas_2005
119	Monocyte	CXCL5	Abbas_2005
120	Monocyte	CXCL5	Abbas_2005
124	Monocyte	CYBB	Abbas_2005
131	Monocyte	DDEF1	Abbas_2005
133	Monocyte	DFNA5	Abbas_2005
141	Monocyte	DTR	Abbas_2005
142	Monocyte	DTR	Abbas_2005
145	Monocyte	DUSP6	Abbas_2005
151	Monocyte	EREG	Abbas_2005
156	Monocyte	EST	Abbas_2005
162	Monocyte	EST	Abbas_2005
165	Monocyte	EST	Abbas_2005
166	Monocyte	EST	Abbas_2005
184	Monocyte	FLJ20273	Abbas_2005
185	Monocyte	FLJ20701	Abbas_2005
206	Monocyte	GJB2	Abbas_2005
207	Monocyte	GNA15	Abbas_2005
212	Monocyte	GPR84	Abbas_2005
228	Monocyte	HS3ST3B1	Abbas_2005
233	Monocyte	IER3	Abbas_2005
236	Monocyte	IL19	Abbas_2005
237	Monocyte	IL1A	Abbas_2005
238	Monocyte	IL1B	Abbas_2005
239	Monocyte	IL1B	Abbas_2005
240	Monocyte	IL1F9	Abbas_2005
241	Monocyte	IL1RN	Abbas_2005
242	Monocyte	IL1RN	Abbas_2005
243	Monocyte	IL1RN	Abbas_2005
245	Monocyte	IL24	Abbas_2005
246	Monocyte	IL3RA	Abbas_2005
247	Monocyte	IL6	Abbas_2005
252	Monocyte	INPP5B	Abbas_2005
253	Monocyte	IPLA2(GAMMA)	Abbas_2005
254	Monocyte	IRAK2	Abbas_2005
297	Monocyte	LRRFIP1	Abbas_2005
313	Monocyte	MGC26226	Abbas_2005
317	Monocyte	MMP1	Abbas_2005
319	Monocyte	MMP14	Abbas_2005
320	Monocyte	MMP14	Abbas_2005
321	Monocyte	MMP19	Abbas_2005
322	Monocyte	MMP9	Abbas_2005
324	Monocyte	MPEG1	Abbas_2005
325	Monocyte	MPEG1	Abbas_2005
329	Monocyte	MS4A6A	Abbas_2005
331	Monocyte	MTF1	Abbas_2005
341	Monocyte	NPC1	Abbas_2005
345	Monocyte	NRIP3	Abbas_2005
353	Monocyte	OK/KNS-CL.4	Abbas_2005
361	Monocyte	PFKFB3	Abbas_2005
363	Monocyte	PLAUR	Abbas_2005
364	Monocyte	PLAUR	Abbas_2005
365	Monocyte	PLAUR	Abbas_2005
366	Monocyte	PLD1	Abbas_2005
367	Monocyte	PLD3	Abbas_2005
371	Monocyte	PPBP	Abbas_2005
372	Monocyte	PPIF	Abbas_2005
373	Monocyte	PPIF	Abbas_2005
374	Monocyte	PRAM-1	Abbas_2005
380	Monocyte	PTX3	Abbas_2005
390	Monocyte	RNU2	Abbas_2005
391	Monocyte	RPEL1	Abbas_2005
399	Monocyte	SERPINB2	Abbas_2005
400	Monocyte	SERPINB7	Abbas_2005
401	Monocyte	SERPINB9	Abbas_2005
402	Monocyte	SGPP2	Abbas_2005
404	Monocyte	SLC28A3	Abbas_2005
405	Monocyte	SLC31A1	Abbas_2005
406	Monocyte	SLC3A2	Abbas_2005
410	Monocyte	SNX9	Abbas_2005
411	Monocyte	SNX9	Abbas_2005
416	Monocyte	SRC	Abbas_2005
425	Monocyte	TCIRG1	Abbas_2005
433	Monocyte	TFPI2	Abbas_2005
435	Monocyte	TIEG	Abbas_2005
439	Monocyte	TMEFF1	Abbas_2005
440	Monocyte	TncRNA	Abbas_2005
441	Monocyte	"TNF-gamma; VEG1"	Abbas_2005
478	Monocyte	ZFHX1B	Abbas_2005
479	Monocyte	ZFYVE16	Abbas_2005
480	Monocyte	ZFYVE16	Abbas_2005
482	Monocyte	ZP3	Abbas_2005
901	Monocyte	ACTR3	Angelova_2015
902	Monocyte	ANXA5	Angelova_2015
903	Monocyte	ARPC2	Angelova_2015
904	Monocyte	ATP6V1B2	Angelova_2015
905	Monocyte	BASP1	Angelova_2015
906	Monocyte	CD300LF	Angelova_2015
907	Monocyte	DAZAP2	Angelova_2015
908	Monocyte	EIF4A1	Angelova_2015
909	Monocyte	EIF4G2	Angelova_2015
910	Monocyte	EMP3	Angelova_2015
911	Monocyte	FCN1	Angelova_2015
912	Monocyte	FTL	Angelova_2015
913	Monocyte	GABARAP	Angelova_2015
914	Monocyte	HIF1A	Angelova_2015
915	Monocyte	LITAF	Angelova_2015
916	Monocyte	NCOA4	Angelova_2015
917	Monocyte	OLR1	Angelova_2015
918	Monocyte	RAB1A	Angelova_2015
919	Monocyte	RHOA	Angelova_2015
920	Monocyte	SAT1	Angelova_2015
921	Monocyte	SDCBP	Angelova_2015
922	Monocyte	SRGN	Angelova_2015
923	Monocyte	TEK	Angelova_2015
924	Monocyte	TMBIM6	Angelova_2015
925	Monocyte	UBE2D3	Angelova_2015
2144	Monocyte	AIF1	Newman_2015
2145	Monocyte	APOBEC3A	Newman_2015
2146	Monocyte	AQP9	Newman_2015
2147	Monocyte	ASGR1	Newman_2015
2148	Monocyte	ASGR2	Newman_2015
2149	Monocyte	BST1	Newman_2015
2150	Monocyte	C5AR1	Newman_2015
2151	Monocyte	CCR2	Newman_2015
2152	Monocyte	CD1D	Newman_2015
2153	Monocyte	CD33	Newman_2015
2154	Monocyte	CD68	Newman_2015
2155	Monocyte	CDA	Newman_2015
2156	Monocyte	CFP	Newman_2015
2157	Monocyte	CHST15	Newman_2015
2158	Monocyte	CLEC4A	Newman_2015
2159	Monocyte	CLEC7A	Newman_2015
2160	Monocyte	CREB5	Newman_2015
2161	Monocyte	CSF3R	Newman_2015
2162	Monocyte	FAM198B	Newman_2015
2163	Monocyte	FCN1	Newman_2015
2164	Monocyte	FES	Newman_2015
2165	Monocyte	FOSB	Newman_2015
2166	Monocyte	FPR1	Newman_2015
2167	Monocyte	FZD2	Newman_2015
2168	Monocyte	HCK	Newman_2015
2169	Monocyte	HK3	Newman_2015
2170	Monocyte	HNMT	Newman_2015
2171	Monocyte	HPSE	Newman_2015
2172	Monocyte	IGSF6	Newman_2015
2173	Monocyte	LILRA2	Newman_2015
2174	Monocyte	LILRA3	Newman_2015
2175	Monocyte	LILRB2	Newman_2015
2176	Monocyte	LST1	Newman_2015
2177	Monocyte	MEFV	Newman_2015
2178	Monocyte	MNDA	Newman_2015
2179	Monocyte	MS4A6A	Newman_2015
2180	Monocyte	NCF2	Newman_2015
2181	Monocyte	NFE2	Newman_2015
2182	Monocyte	NLRP3	Newman_2015
2183	Monocyte	NOD2	Newman_2015
2184	Monocyte	P2RY13	Newman_2015
2185	Monocyte	PADI4	Newman_2015
2186	Monocyte	RNASE2	Newman_2015
2187	Monocyte	RNASE6	Newman_2015
2188	Monocyte	S100A12	Newman_2015
2189	Monocyte	SLC15A3	Newman_2015
2190	Monocyte	TLR2	Newman_2015
2191	Monocyte	TLR7	Newman_2015
2192	Monocyte	TLR8	Newman_2015
2193	Monocyte	UPK3A	Newman_2015
2194	Monocyte	VNN1	Newman_2015
2195	Monocyte	VNN2	Newman_2015
3191	Monocyte	ASGR2	Charoentong_2017
3192	Monocyte	CFP	Charoentong_2017
3193	Monocyte	ASGR1	Charoentong_2017
3194	Monocyte	CD1D	Charoentong_2017
3195	Monocyte	UPK3A	Charoentong_2017
3196	Monocyte	ACTG1	Charoentong_2017
3197	Monocyte	ANXA5	Charoentong_2017
3198	Monocyte	ATP6V1B2	Charoentong_2017
3199	Monocyte	CFL1	Charoentong_2017
3200	Monocyte	DAZAP2	Charoentong_2017
3201	Monocyte	CTBS	Charoentong_2017
3202	Monocyte	EMR4P	Charoentong_2017
3203	Monocyte	HIVEP2	Charoentong_2017
3204	Monocyte	MARCKSL1	Charoentong_2017
3205	Monocyte	MBP	Charoentong_2017
3206	Monocyte	MMP15	Charoentong_2017
3207	Monocyte	PNPLA6	Charoentong_2017
3208	Monocyte	TMBIM6	Charoentong_2017
3209	Monocyte	PQBP1	Charoentong_2017
3210	Monocyte	TEX264	Charoentong_2017
3211	Monocyte	IKZF1	Charoentong_2017
3754	Monocyte	AGTRAP	Nirmal_2018
3755	Monocyte	AIF1	Nirmal_2018
3756	Monocyte	ASGR1	Nirmal_2018
3757	Monocyte	CD14	Nirmal_2018
3758	Monocyte	CD300LF	Nirmal_2018
3759	Monocyte	CD33	Nirmal_2018
3760	Monocyte	CD93	Nirmal_2018
3761	Monocyte	CTSD	Nirmal_2018
3762	Monocyte	EMILIN2	Nirmal_2018
3763	Monocyte	FCN1	Nirmal_2018
3764	Monocyte	FES	Nirmal_2018
3765	Monocyte	FGR	Nirmal_2018
3766	Monocyte	GNS	Nirmal_2018
3767	Monocyte	GRN	Nirmal_2018
3768	Monocyte	HCK	Nirmal_2018
3769	Monocyte	HMOX1	Nirmal_2018
3770	Monocyte	IMPDH1	Nirmal_2018
3771	Monocyte	KIAA0513	Nirmal_2018
3772	Monocyte	KIAA0930	Nirmal_2018
3773	Monocyte	LILRA6	Nirmal_2018
3774	Monocyte	LILRB2	Nirmal_2018
3775	Monocyte	LILRB3	Nirmal_2018
3776	Monocyte	LRRC25	Nirmal_2018
3777	Monocyte	LST1	Nirmal_2018
3778	Monocyte	NFAM1	Nirmal_2018
3779	Monocyte	NOTCH2	Nirmal_2018
3780	Monocyte	PFKFB4	Nirmal_2018
3781	Monocyte	PILRA	Nirmal_2018
3782	Monocyte	PLXDC2	Nirmal_2018
3783	Monocyte	PRAM1	Nirmal_2018
3784	Monocyte	PSAP	Nirmal_2018
3785	Monocyte	PYCARD	Nirmal_2018
3786	Monocyte	RHOG	Nirmal_2018
3787	Monocyte	SERPINA1	Nirmal_2018
3788	Monocyte	SLC7A7	Nirmal_2018
3789	Monocyte	TGFBI	Nirmal_2018
3790	Monocyte	THEMIS2	Nirmal_2018
3791	Monocyte	TIMP2	Nirmal_2018
3792	Monocyte	TNS3	Nirmal_2018
3793	Monocyte	TPP1	Nirmal_2018
3794	Monocyte	VCAN	Nirmal_2018
3795	Monocyte	VSIR	Nirmal_2018
2864	Monocyte	ADAP2	Becht_2016
2865	Monocyte	CSF1R	Becht_2016
2866	Monocyte	FPR3	Becht_2016
2867	Monocyte	KYNU	Becht_2016
2868	Monocyte	PLA2G7	Becht_2016
2869	Monocyte	RASSF4	Becht_2016
2870	Monocyte	TFEC	Becht_2016
2871	DC_mDC	CD1A	Becht_2016
2872	DC_mDC	CD1B	Becht_2016
2873	DC_mDC	CD1E	Becht_2016
2874	DC_mDC	CLEC10A	Becht_2016
2875	DC_mDC	CLIC2	Becht_2016
2876	DC_mDC	WFDC21P	Becht_2016
2	Neutrophil	ABTB1	Abbas_2005
3	Neutrophil	ABTB1	Abbas_2005
12	Neutrophil	AMPD2	Abbas_2005
38	Neutrophil	C5orf6	Abbas_2005
51	Neutrophil	CCR3	Abbas_2005
78	Neutrophil	CDA	Abbas_2005
90	Neutrophil	CKLFSF2	Abbas_2005
91	Neutrophil	CLC	Abbas_2005
101	Neutrophil	CREB5	Abbas_2005
108	Neutrophil	CTBS	Abbas_2005
109	Neutrophil	CTBS	Abbas_2005
127	Neutrophil	DcR1	Abbas_2005
128	Neutrophil	DcR1	Abbas_2005
129	Neutrophil	DcR1	Abbas_2005
130	Neutrophil	DcR1	Abbas_2005
157	Neutrophil	EST	Abbas_2005
170	Neutrophil	FCGR2B	Abbas_2005
171	Neutrophil	FCGR3B	Abbas_2005
172	Neutrophil	FCGR3B	Abbas_2005
177	Neutrophil	FLJ10298	Abbas_2005
197	Neutrophil	FPRL1	Abbas_2005
198	Neutrophil	FRAT2	Abbas_2005
210	Neutrophil	GPR27	Abbas_2005
211	Neutrophil	GPR43	Abbas_2005
229	Neutrophil	HSPA6	Abbas_2005
248	Neutrophil	IL8RA	Abbas_2005
249	Neutrophil	IL8RB	Abbas_2005
265	Neutrophil	KIAA0779	Abbas_2005
266	Neutrophil	KIAA1126	Abbas_2005
284	Neutrophil	KRT23	Abbas_2005
288	Neutrophil	LENG4	Abbas_2005
289	Neutrophil	LENG5	Abbas_2005
300	Neutrophil	MAD	Abbas_2005
307	Neutrophil	MGC10500	Abbas_2005
308	Neutrophil	MGC14126	Abbas_2005
311	Neutrophil	MGC16353	Abbas_2005
326	Neutrophil	MPPE1	Abbas_2005
327	Neutrophil	MPPE1	Abbas_2005
328	Neutrophil	MPPE1	Abbas_2005
330	Neutrophil	MSCP	Abbas_2005
336	Neutrophil	NCF4	Abbas_2005
337	Neutrophil	NCF4	Abbas_2005
344	Neutrophil	NRBF-2	Abbas_2005
362	Neutrophil	PHC2	Abbas_2005
377	Neutrophil	PROK2	Abbas_2005
385	Neutrophil	RALB	Abbas_2005
389	Neutrophil	RNF141	Abbas_2005
396	Neutrophil	SEC14L1	Abbas_2005
398	Neutrophil	SEPX1	Abbas_2005
420	Neutrophil	STX3A	Abbas_2005
438	Neutrophil	TM4-B	Abbas_2005
469	Neutrophil	VMP1	Abbas_2005
470	Neutrophil	VNN2	Abbas_2005
473	Neutrophil	XPO6	Abbas_2005
474	Neutrophil	XPO6	Abbas_2005
3796	Neutrophil	ACSL1	Nirmal_2018
3797	Neutrophil	ADGRE5	Nirmal_2018
3798	Neutrophil	ADGRG3	Nirmal_2018
3799	Neutrophil	ALPK1	Nirmal_2018
3800	Neutrophil	AQP9	Nirmal_2018
3801	Neutrophil	BASP1	Nirmal_2018
3802	Neutrophil	BCL6	Nirmal_2018
3803	Neutrophil	CEP19	Nirmal_2018
3804	Neutrophil	CFLAR	Nirmal_2018
3805	Neutrophil	CFP	Nirmal_2018
3806	Neutrophil	CSF3R	Nirmal_2018
3807	Neutrophil	CXCR2	Nirmal_2018
3808	Neutrophil	DENND5A	Nirmal_2018
3809	Neutrophil	DGAT2	Nirmal_2018
3810	Neutrophil	DOCK5	Nirmal_2018
3811	Neutrophil	DYSF	Nirmal_2018
3812	Neutrophil	FCGR2C	Nirmal_2018
3813	Neutrophil	FPR1	Nirmal_2018
3814	Neutrophil	GLT1D1	Nirmal_2018
3815	Neutrophil	IFITM2	Nirmal_2018
3816	Neutrophil	IGF2R	Nirmal_2018
3817	Neutrophil	IL17RA	Nirmal_2018
3818	Neutrophil	IQSEC1	Nirmal_2018
3819	Neutrophil	ITPRIP	Nirmal_2018
3820	Neutrophil	KCNJ2	Nirmal_2018
3821	Neutrophil	LILRA2	Nirmal_2018
3822	Neutrophil	LIMK2	Nirmal_2018
3823	Neutrophil	LINC01000	Nirmal_2018
3824	Neutrophil	LINC01002	Nirmal_2018
3825	Neutrophil	MGAM	Nirmal_2018
3826	Neutrophil	MOB3A	Nirmal_2018
3827	Neutrophil	NAMPT	Nirmal_2018
3828	Neutrophil	NCF4	Nirmal_2018
3829	Neutrophil	PADI2	Nirmal_2018
3830	Neutrophil	PHC2	Nirmal_2018
3831	Neutrophil	PHF21A	Nirmal_2018
3832	Neutrophil	PLXNC1	Nirmal_2018
3833	Neutrophil	PPIF	Nirmal_2018
3834	Neutrophil	PREX1	Nirmal_2018
3835	Neutrophil	RALB	Nirmal_2018
3836	Neutrophil	RIPOR2	Nirmal_2018
3837	Neutrophil	RNF149	Nirmal_2018
3838	Neutrophil	S100A8	Nirmal_2018
3839	Neutrophil	S100A9	Nirmal_2018
3840	Neutrophil	SLC25A37	Nirmal_2018
3841	Neutrophil	SNORD89	Nirmal_2018
3842	Neutrophil	SSH2	Nirmal_2018
3843	Neutrophil	STAT3	Nirmal_2018
3844	Neutrophil	STAT5B	Nirmal_2018
3845	Neutrophil	SUSD6	Nirmal_2018
3846	Neutrophil	THBD	Nirmal_2018
3847	Neutrophil	TLR2	Nirmal_2018
3848	Neutrophil	TLR4	Nirmal_2018
3849	Neutrophil	TMEM154	Nirmal_2018
3850	Neutrophil	TNFRSF10C	Nirmal_2018
3851	Neutrophil	TNFRSF1A	Nirmal_2018
3852	Neutrophil	WDFY3	Nirmal_2018
980	Neutrophil	ABTB1	Angelova_2015
981	Neutrophil	AMPD2	Angelova_2015
982	Neutrophil	CAMP	Angelova_2015
983	Neutrophil	EMR4P	Angelova_2015
984	Neutrophil	FPR1	Angelova_2015
985	Neutrophil	FPR2	Angelova_2015
986	Neutrophil	GPR77	Angelova_2015
987	Neutrophil	MAEA	Angelova_2015
988	Neutrophil	PROK2	Angelova_2015
989	Neutrophil	SEC14L1	Angelova_2015
990	Neutrophil	SEPX1	Angelova_2015
991	Neutrophil	SLC25A37	Angelova_2015
992	Neutrophil	TNFSF14	Angelova_2015
993	Neutrophil	TREML4	Angelova_2015
994	Neutrophil	VNN2	Angelova_2015
995	Neutrophil	XPO6	Angelova_2015
1521	Neutrophil	ADARB1	Bindea_2013
1522	Neutrophil	AF107846	Bindea_2013
1523	Neutrophil	ALDH1B1	Bindea_2013
1524	Neutrophil	APBB2	Bindea_2013
1525	Neutrophil	ATL2	Bindea_2013
1526	Neutrophil	BCL2	Bindea_2013
1527	Neutrophil	CDC5L	Bindea_2013
1528	Neutrophil	FGF18	Bindea_2013
1529	Neutrophil	FUT5	Bindea_2013
1530	Neutrophil	FZR1	Bindea_2013
1531	Neutrophil	GAGE2A	Bindea_2013
1532	Neutrophil	IGFBP5	Bindea_2013
1533	Neutrophil	KANK2	Bindea_2013
1534	Neutrophil	LDB3	Bindea_2013
1535	Neutrophil	MAPRE3	Bindea_2013
1536	Neutrophil	MCM3AP	Bindea_2013
1537	Neutrophil	MRC2	Bindea_2013
1538	Neutrophil	NCR1	Bindea_2013
1539	Neutrophil	PDLIM4	Bindea_2013
1540	Neutrophil	PRX	Bindea_2013
1541	Neutrophil	PSMD4	Bindea_2013
1542	Neutrophil	RP5-886K2.1	Bindea_2013
1543	Neutrophil	SGMS1	Bindea_2013
1544	Neutrophil	SLC30A5	Bindea_2013
1545	Neutrophil	SMEK1	Bindea_2013
1546	Neutrophil	SPN	Bindea_2013
1547	Neutrophil	TBXA2R	Bindea_2013
1548	Neutrophil	TCTN2	Bindea_2013
1549	Neutrophil	TINAGL1	Bindea_2013
1550	Neutrophil	TRPV6	Bindea_2013
1551	Neutrophil	XCL1	Bindea_2013
1552	Neutrophil	XCL2	Bindea_2013
1553	Neutrophil	ZNF205	Bindea_2013
1554	Neutrophil	ZNF528	Bindea_2013
1555	Neutrophil	ZNF747	Bindea_2013
2196	Neutrophil	ADGRE2	Newman_2015
2197	Neutrophil	ADGRE3	Newman_2015
2198	Neutrophil	ADGRG3	Newman_2015
2199	Neutrophil	AIF1	Newman_2015
2200	Neutrophil	APOBEC3A	Newman_2015
2201	Neutrophil	AQP9	Newman_2015
2202	Neutrophil	BTNL8	Newman_2015
2203	Neutrophil	C5AR1	Newman_2015
2204	Neutrophil	CAMP	Newman_2015
2205	Neutrophil	CASP5	Newman_2015
2206	Neutrophil	CCR3	Newman_2015
2207	Neutrophil	CDA	Newman_2015
2208	Neutrophil	CEACAM3	Newman_2015
2209	Neutrophil	CFP	Newman_2015
2210	Neutrophil	CHI3L1	Newman_2015
2211	Neutrophil	CHST15	Newman_2015
2212	Neutrophil	CLC	Newman_2015
2213	Neutrophil	CREB5	Newman_2015
2214	Neutrophil	CSF3R	Newman_2015
2215	Neutrophil	CXCR1	Newman_2015
2216	Neutrophil	CXCR2	Newman_2015
2217	Neutrophil	DPEP2	Newman_2015
2218	Neutrophil	FAM212B	Newman_2015
2219	Neutrophil	FCGR3B	Newman_2015
2220	Neutrophil	FFAR2	Newman_2015
2221	Neutrophil	FPR1	Newman_2015
2222	Neutrophil	FPR2	Newman_2015
2223	Neutrophil	HAL	Newman_2015
2224	Neutrophil	HSPA6	Newman_2015
2225	Neutrophil	IGSF6	Newman_2015
2226	Neutrophil	IL18RAP	Newman_2015
2227	Neutrophil	LILRA2	Newman_2015
2228	Neutrophil	LILRB2	Newman_2015
2229	Neutrophil	LST1	Newman_2015
2230	Neutrophil	MAK	Newman_2015
2231	Neutrophil	MEFV	Newman_2015
2232	Neutrophil	MGAM	Newman_2015
2233	Neutrophil	MMP25	Newman_2015
2234	Neutrophil	MNDA	Newman_2015
2235	Neutrophil	MXD1	Newman_2015
2236	Neutrophil	NCF2	Newman_2015
2237	Neutrophil	NFE2	Newman_2015
2238	Neutrophil	P2RY13	Newman_2015
2239	Neutrophil	P2RY14	Newman_2015
2240	Neutrophil	PADI4	Newman_2015
2241	Neutrophil	PGLYRP1	Newman_2015
2242	Neutrophil	PLEKHG3	Newman_2015
2243	Neutrophil	QPCT	Newman_2015
2244	Neutrophil	REPS2	Newman_2015
2245	Neutrophil	S100A12	Newman_2015
2246	Neutrophil	STEAP4	Newman_2015
2247	Neutrophil	TLR2	Newman_2015
2248	Neutrophil	TLR8	Newman_2015
2249	Neutrophil	TNFAIP6	Newman_2015
2250	Neutrophil	TNFRSF10C	Newman_2015
2251	Neutrophil	TREM1	Newman_2015
2252	Neutrophil	TREML2	Newman_2015
2253	Neutrophil	VNN1	Newman_2015
2254	Neutrophil	VNN2	Newman_2015
2255	Neutrophil	VNN3	Newman_2015
2877	Neutrophil	CA4	Becht_2016
2878	Neutrophil	CEACAM3	Becht_2016
2879	Neutrophil	CXCR1	Becht_2016
2880	Neutrophil	CXCR2	Becht_2016
2881	Neutrophil	CYP4F3	Becht_2016
2882	Neutrophil	FCGR3B	Becht_2016
2883	Neutrophil	HAL	Becht_2016
2884	Neutrophil	KCNJ15	Becht_2016
2885	Neutrophil	MEGF9	Becht_2016
2886	Neutrophil	SLC25A37	Becht_2016
2887	Neutrophil	STEAP4	Becht_2016
2888	Neutrophil	TECPR2	Becht_2016
2889	Neutrophil	TLE3	Becht_2016
2890	Neutrophil	TNFRSF10C	Becht_2016
2891	Neutrophil	VNN3	Becht_2016
3291	Neutrophil	CREB5	Charoentong_2017
3292	Neutrophil	CDA	Charoentong_2017
3293	Neutrophil	CHST15	Charoentong_2017
3294	Neutrophil	S100A12	Charoentong_2017
3295	Neutrophil	APOBEC3A	Charoentong_2017
3296	Neutrophil	CASP5	Charoentong_2017
3297	Neutrophil	MMP25	Charoentong_2017
3298	Neutrophil	HAL	Charoentong_2017
